date,ISM Manufacturing,ISM Nonmanufacturing SA,ISM Manufacturing Production,ISM Manufacturing New Orders,ISM Manufacturing Employment,ISM Manufacturing Prices,ISM Manufacturing Exports Orders,ISM Manufacturing Inventory level,ISM Nonmanufacturing Production,ISM Nonmanufacturing New Orders,ISM Nonmanufacturing Employment,ISM Nonmanufacturing Prices
8/1/2021,59.7,62.2,59.4,65.5,50,79.4,56.6,54,61.5,63.8,54.1,75.9
9/1/2021,60.5,62.6,58.7,64.4,50.9,81.2,53.4,55.2,63.4,64.2,54.1,79.5
10/1/2021,60.8,66.7,59,60.6,52.1,85.7,54.6,56.4,69.4,69,52.8,83
11/1/2021,60.6,68.4,60.2,61.4,53,82.4,54,56.3,72.5,68.3,57,83
12/1/2021,58.8,62.3,59.4,61,53.9,68.2,53.6,54.6,68.3,62.1,54.7,83.9
1/1/2022,57.6,59.9,57.8,57.9,54.5,76.1,53.7,53.2,59.9,61.7,52.3,82.3
2/1/2022,58.6,56.5,58.5,61.7,52.9,75.6,57.1,53.6,55.1,56.1,48.5,83.1
3/1/2022,57.1,58.3,54.5,53.8,56.3,87.1,53.2,55.5,55.5,60.1,54,83.8
4/1/2022,55.4,57.1,53.6,53.5,50.9,84.6,52.7,51.6,59.1,54.6,49.5,84.6
5/1/2022,56.1,55.9,54.2,55.1,49.6,82.2,52.9,55.9,54.5,57.6,50.2,82.1
6/1/2022,53,55.3,54.9,49.2,47.3,78.5,50.7,56,56.1,55.6,47.4,80.1
7/1/2022,52.8,56.7,53.5,48,49.9,60,52.6,57.3,59.9,59.9,49.1,72.3
8/1/2022,52.8,56.9,50.4,51.3,54.2,52.5,49.4,53.1,60.9,61.8,50.2,71.5
9/1/2022,50.9,56.7,50.6,47.1,48.7,51.7,47.8,55.5,59.1,60.6,53,68.7
10/1/2022,50.2,54.4,52.3,49.2,50,46.6,46.5,52.5,55.7,56.5,49.1,70.7
11/1/2022,49,56.5,51.5,47.2,48.4,43,48.4,50.9,64.7,56,51.5,70
